1393914752.09, 01:32 on Mar 04 201418.2, 74, 30.30, 11, 0.00
1393918352.01, 02:32 on Mar 04 201417.3, 76, 30.30, 11, 0.00
1393921951.93, 03:32 on Mar 04 201416.2, 78, 30.31, 11, 0.00
1393925551.7, 04:32 on Mar 04 201415.4, 80, 30.30, 10, 0.00
1393929152.3, 05:32 on Mar 04 201415.2, 78, 30.31, 10, 0.00
1393932751.79, 06:32 on Mar 04 201414.6, 78, 30.33, 9, 0.00
1393936355.94, 07:32 on Mar 04 201415.4, 77, 30.34, 10, 0.00
1393939951.56, 08:32 on Mar 04 201419.7, 70, 30.36, 12, 0.00
1393943559.29, 09:32 on Mar 04 201424.0, 64, 30.37, 14, 0.00
1393947151.4, 10:32 on Mar 04 201427.4, 54, 30.35, 13, 0.00
1393950750.61, 11:32 on Mar 04 201431.5, 51, 30.35, 16, 0.00
1393954350.5, 12:32 on Mar 04 201433.8, 44, 30.32, 14, 0.00
1393957951.27, 13:32 on Mar 04 201435.8, 45, 30.29, 17, 0.00
1393961551.34, 14:32 on Mar 04 201436.5, 41, 30.26, 15, 0.00
1393965152.21, 15:32 on Mar 04 201437.6, 43, 30.25, 17, 0.00
1393968750.93, 16:32 on Mar 04 201437.2, 40, 30.24, 15, 0.00
1393972350.84, 17:32 on Mar 04 201434.9, 46, 30.23, 16, 0.00
1393975950.74, 18:32 on Mar 04 201432.7, 48, 30.24, 15, 0.00
1393979551.17, 19:32 on Mar 04 201432.1, 49, 30.25, 15, 0.00
1393983150.42, 20:32 on Mar 04 201431.3, 50, 30.27, 15, 0.00
1394021270.76, 07:07 on Mar 05 201429.0, 61, 30.22, 17, 0.00
1394024870.12, 08:07 on Mar 05 201429.9, 57, 30.22, 16, 0.00
1394028469.82, 09:07 on Mar 05 201434.3, 46, 30.22, 16, 0.00
1394032069.85, 10:07 on Mar 05 201437.1, 41, 30.22, 16, 0.00
1394035669.18, 11:07 on Mar 05 201440.9, 39, 30.21, 18, 0.00
1394039269.13, 12:07 on Mar 05 201444.0, 38, 30.21, 20, 0.00
1394042869.13, 13:07 on Mar 05 201443.7, 40, 30.19, 21, 0.00
